,index,Male,Black_Hair
41662,055656.jpg,0,0
41663,146493.jpg,0,0
41664,000692.jpg,0,0
41665,146812.jpg,0,0
41666,054575.jpg,0,0
41667,094816.jpg,1,1
41668,135992.jpg,0,0
41669,040649.jpg,1,0
41670,197434.jpg,1,0
41671,146570.jpg,0,0
41672,001878.jpg,1,0
41673,056735.jpg,0,0
41674,074675.jpg,0,0
41675,057309.jpg,1,0
41676,022164.jpg,0,1
41677,126684.jpg,0,0
41678,196115.jpg,0,0
41679,145415.jpg,0,1
41680,112459.jpg,0,0
41681,124027.jpg,1,1
41682,141550.jpg,1,0
41683,067459.jpg,0,0
41684,030339.jpg,1,0
41685,019278.jpg,0,0
41686,137018.jpg,0,0
41687,180736.jpg,0,0
41688,089132.jpg,0,0
41689,036307.jpg,0,0
41690,032302.jpg,1,0
41691,191394.jpg,0,0
41692,056259.jpg,1,0
41693,116515.jpg,0,0
41694,038122.jpg,0,0
41695,051898.jpg,1,0
41696,179784.jpg,1,0
41697,057491.jpg,0,0
41698,039165.jpg,1,1
41699,160465.jpg,0,0
41700,188736.jpg,0,0
41701,037813.jpg,0,0
41702,058091.jpg,1,1
41703,147508.jpg,1,0
41704,141953.jpg,0,0
41705,053616.jpg,0,0
41706,004755.jpg,1,0
41707,123946.jpg,0,0
41708,131284.jpg,0,0
41709,181918.jpg,0,0
41710,080472.jpg,0,0
41711,115443.jpg,0,0
41712,038034.jpg,0,0
41713,046830.jpg,0,0
41714,132163.jpg,0,0
41715,182166.jpg,0,0
41716,041857.jpg,0,0
41717,200646.jpg,0,0
41718,011995.jpg,0,0
41719,109144.jpg,0,0
41720,129259.jpg,0,0
41721,140890.jpg,0,1
41722,161777.jpg,0,0
41723,001629.jpg,0,0
41724,191370.jpg,0,0
41725,059646.jpg,1,1
41726,114258.jpg,1,0
41727,103142.jpg,0,0
41728,129796.jpg,0,1
41729,177196.jpg,0,0
41730,087440.jpg,1,0
41731,043365.jpg,0,0
41732,061260.jpg,0,0
41733,076687.jpg,1,1
41734,187316.jpg,0,1
41735,189511.jpg,0,0
41736,082027.jpg,0,0
41737,146365.jpg,0,0
41738,071509.jpg,0,1
41739,181630.jpg,0,0
41740,026588.jpg,0,0
41741,030238.jpg,0,0
41742,073447.jpg,0,0
41743,165592.jpg,0,0
41744,056614.jpg,0,0
41745,133415.jpg,0,1
41746,096271.jpg,0,0
41747,151845.jpg,0,0
41748,081749.jpg,0,0
41749,201734.jpg,0,0
41750,081496.jpg,0,0
41751,090907.jpg,0,0
41752,037077.jpg,0,0
41753,127351.jpg,1,1
41754,118600.jpg,0,0
41755,083626.jpg,1,0
41756,016927.jpg,0,0
41757,013693.jpg,0,0
41758,174562.jpg,0,0
41759,198951.jpg,0,0
41760,038933.jpg,0,0
41761,180885.jpg,0,0
41762,043275.jpg,0,1
41763,189989.jpg,0,0
41764,093656.jpg,0,0
41765,057071.jpg,1,0
41766,065623.jpg,1,1
41767,144179.jpg,1,0
41768,114559.jpg,1,1
41769,121247.jpg,0,0
41770,159440.jpg,1,0
41771,193154.jpg,0,0
41772,121280.jpg,0,0
41773,059282.jpg,0,0
41774,069925.jpg,0,0
41775,135826.jpg,0,0
41776,184094.jpg,0,0
41777,009432.jpg,0,1
41778,068650.jpg,0,0
41779,053074.jpg,1,1
41780,139663.jpg,0,0
41781,062677.jpg,0,0
41782,063590.jpg,0,1
41783,122652.jpg,0,0
41784,043132.jpg,0,0
41785,109684.jpg,0,0
41786,013759.jpg,0,0
41787,160613.jpg,0,0
41788,077767.jpg,0,0
41789,164832.jpg,0,0
41790,070766.jpg,1,0
41791,106769.jpg,0,0
41792,144689.jpg,0,1
41793,089804.jpg,0,0
41794,156376.jpg,0,1
41795,188368.jpg,0,1
41796,123690.jpg,1,1
41797,061157.jpg,0,0
41798,189345.jpg,0,0
41799,076261.jpg,1,1
41800,166395.jpg,0,0
41801,057315.jpg,0,1
41802,132186.jpg,0,0
41803,019264.jpg,0,0
41804,130665.jpg,0,0
41805,096461.jpg,0,0
41806,018712.jpg,0,1
41807,131925.jpg,0,0
41808,150912.jpg,1,1
41809,131063.jpg,0,0
41810,165550.jpg,0,0
41811,117500.jpg,0,0
41812,145432.jpg,0,1
41813,108473.jpg,0,0
41814,134247.jpg,0,0
41815,063533.jpg,0,0
41816,145284.jpg,0,1
41817,069505.jpg,0,0
41818,061196.jpg,0,0
41819,040219.jpg,0,0
41820,031451.jpg,0,0
41821,163042.jpg,0,0
41822,079720.jpg,0,0
41823,199912.jpg,0,1
41824,163471.jpg,0,0
41825,191681.jpg,1,0
41826,148346.jpg,1,0
41827,138000.jpg,0,0
41828,035651.jpg,0,0
41829,179686.jpg,0,0
41830,045564.jpg,0,0
41831,069094.jpg,0,0
41832,172003.jpg,1,0
41833,088223.jpg,0,0
41834,180531.jpg,0,0
41835,071424.jpg,1,0
41836,062295.jpg,0,0
41837,100364.jpg,0,0
41838,124247.jpg,1,0
41839,164927.jpg,0,0
41840,147173.jpg,1,0
41841,098867.jpg,1,0
41842,138975.jpg,0,0
41843,185176.jpg,0,0
41844,028797.jpg,0,0
41845,100889.jpg,0,0
41846,008226.jpg,1,0
41847,195550.jpg,0,0
41848,198376.jpg,0,0
41849,191707.jpg,0,0
41850,070646.jpg,0,0
41851,024884.jpg,1,1
41852,067732.jpg,1,1
41853,142856.jpg,0,0
41854,110506.jpg,0,0
41855,164861.jpg,0,0
41856,045049.jpg,0,1
41857,073561.jpg,1,0
41858,185226.jpg,0,1
41859,033175.jpg,0,0
41860,019254.jpg,0,0
41861,084824.jpg,0,0
41862,138098.jpg,0,0
41863,007286.jpg,0,0
41864,179061.jpg,0,0
41865,015234.jpg,0,0
41866,089958.jpg,1,0
41867,031277.jpg,0,0
41868,129029.jpg,0,0
41869,002401.jpg,0,0
41870,069412.jpg,1,1
41871,082081.jpg,0,0
41872,135384.jpg,0,0
41873,101605.jpg,0,0
41874,020715.jpg,1,0
41875,015974.jpg,1,0
41876,158518.jpg,1,1
41877,098853.jpg,0,0
41878,134231.jpg,0,0
41879,183268.jpg,0,0
41880,071880.jpg,0,0
41881,008360.jpg,1,0
41882,162063.jpg,0,0
41883,051730.jpg,0,0
41884,185747.jpg,0,0
41885,006904.jpg,0,1
41886,064688.jpg,0,0
41887,041280.jpg,1,0
41888,114690.jpg,0,0
41889,101732.jpg,1,0
41890,176656.jpg,0,0
41891,030850.jpg,0,0
41892,194858.jpg,0,0
41893,098004.jpg,0,0
41894,179531.jpg,1,0
41895,027238.jpg,0,1
41896,061954.jpg,0,0
41897,189820.jpg,0,1
41898,069547.jpg,0,0
41899,197216.jpg,0,1
41900,004832.jpg,0,0
41901,197950.jpg,0,1
41902,033817.jpg,0,0
41903,116480.jpg,0,0
41904,091418.jpg,0,0
41905,197204.jpg,1,0
41906,039449.jpg,0,0
41907,021246.jpg,1,0
41908,101912.jpg,0,0
41909,103820.jpg,0,0
41910,002372.jpg,0,1
41911,069918.jpg,0,0
41912,189793.jpg,0,0
41913,164578.jpg,0,0
41914,194861.jpg,0,0
41915,109687.jpg,0,0
41916,022646.jpg,0,0
41917,027121.jpg,0,0
41918,186003.jpg,0,0
41919,107298.jpg,1,0
41920,128070.jpg,0,0
41921,021628.jpg,1,0
41922,098713.jpg,0,0
41923,026273.jpg,0,1
41924,149663.jpg,0,0
41925,034905.jpg,0,0
41926,199927.jpg,0,0
41927,052381.jpg,0,0
41928,175387.jpg,1,1
41929,080681.jpg,0,0
41930,158234.jpg,1,1
41931,044116.jpg,0,0
41932,037420.jpg,1,0
41933,162030.jpg,1,1
41934,001014.jpg,0,0
41935,124109.jpg,0,0
41936,124145.jpg,0,0
41937,023260.jpg,0,0
41938,041151.jpg,0,0
41939,170415.jpg,0,0
41940,138702.jpg,0,0
41941,115549.jpg,0,1
41942,054211.jpg,0,0
41943,000454.jpg,0,0
41944,029915.jpg,0,0
41945,068914.jpg,0,1
41946,096839.jpg,0,0
41947,014049.jpg,0,0
41948,162729.jpg,0,1
41949,119220.jpg,0,0
41950,162305.jpg,0,0
41951,191510.jpg,0,0
41952,137854.jpg,0,0
41953,142525.jpg,0,0
41954,013713.jpg,0,1
41955,074329.jpg,0,0
41956,050300.jpg,0,1
41957,006858.jpg,0,0
41958,145248.jpg,0,0
41959,163939.jpg,1,0
41960,158049.jpg,0,0
41961,091244.jpg,0,1
41962,032547.jpg,0,0
41963,094050.jpg,0,0
41964,026341.jpg,0,0
41965,200924.jpg,0,1
41966,026176.jpg,1,0
41967,112563.jpg,0,0
41968,148886.jpg,0,0
41969,017452.jpg,0,0
41970,095518.jpg,0,0
41971,101274.jpg,0,0
41972,193275.jpg,1,1
41973,056948.jpg,0,1
41974,015109.jpg,0,0
41975,049788.jpg,1,0
41976,090512.jpg,0,0
41977,001510.jpg,0,1
41978,087291.jpg,1,1
41979,064586.jpg,0,0
41980,031496.jpg,0,0
41981,069610.jpg,1,0
41982,048344.jpg,0,0
41983,102510.jpg,0,0
41984,129088.jpg,0,0
41985,031750.jpg,0,0
41986,111064.jpg,0,0
41987,046476.jpg,0,0
41988,087145.jpg,0,1
41989,006331.jpg,1,0
41990,157177.jpg,0,0
41991,084319.jpg,0,0
41992,069141.jpg,0,0
41993,064955.jpg,0,0
41994,115374.jpg,0,0
41995,134520.jpg,0,0
41996,022013.jpg,0,0
41997,061151.jpg,0,1
41998,126128.jpg,0,0
41999,006686.jpg,0,0
42000,077222.jpg,0,0
42001,033402.jpg,0,1
42002,192257.jpg,0,0
42003,122555.jpg,1,0
42004,186546.jpg,0,0
42005,185752.jpg,0,0
42006,183396.jpg,0,0
42007,195708.jpg,0,0
42008,034226.jpg,0,0
42009,002102.jpg,0,0
42010,022697.jpg,0,0
42011,134417.jpg,0,0
42012,001840.jpg,0,1
42013,040382.jpg,0,1
42014,107669.jpg,0,0
42015,173027.jpg,0,0
42016,099481.jpg,0,0
42017,041707.jpg,0,1
42018,070489.jpg,1,0
42019,109456.jpg,0,0
42020,011166.jpg,0,0
42021,095927.jpg,0,0
42022,097205.jpg,0,1
42023,005164.jpg,0,0
42024,189625.jpg,0,0
42025,156684.jpg,0,0
42026,032823.jpg,1,1
42027,192585.jpg,0,0
42028,040355.jpg,1,0
42029,184647.jpg,0,0
42030,007583.jpg,0,0
42031,076866.jpg,0,0
42032,160789.jpg,0,1
42033,164514.jpg,1,0
42034,176034.jpg,0,0
42035,085415.jpg,0,1
42036,023597.jpg,0,0
42037,027156.jpg,0,1
42038,140805.jpg,1,0
42039,115087.jpg,0,0
42040,171493.jpg,0,0
42041,069711.jpg,1,0
42042,111919.jpg,0,1
42043,091811.jpg,0,0
42044,162275.jpg,0,0
42045,004502.jpg,0,1
42046,162642.jpg,0,1
42047,098284.jpg,1,1
42048,100640.jpg,0,0
42049,109376.jpg,0,0
42050,197159.jpg,0,0
42051,175735.jpg,0,0
42052,151004.jpg,0,0
42053,098765.jpg,1,0
42054,108062.jpg,0,0
42055,149101.jpg,0,0
42056,028325.jpg,0,0
42057,074933.jpg,1,1
42058,053127.jpg,0,0
42059,010432.jpg,0,0
42060,073784.jpg,0,0
42061,095868.jpg,0,0
42062,185143.jpg,0,1
42063,088327.jpg,0,0
42064,086242.jpg,0,1
42065,114180.jpg,0,0
42066,086715.jpg,0,0
42067,094188.jpg,0,1
42068,165275.jpg,0,0
42069,039453.jpg,0,0
42070,096403.jpg,0,0
42071,176376.jpg,1,1
42072,045792.jpg,0,0
42073,175070.jpg,0,0
42074,181370.jpg,1,0
42075,075160.jpg,0,0
42076,181121.jpg,0,0
42077,057627.jpg,0,0
42078,075366.jpg,1,0
42079,060516.jpg,1,1
42080,151882.jpg,0,0
42081,059814.jpg,0,0
42082,013426.jpg,1,0
42083,123418.jpg,0,1
42084,103644.jpg,0,0
42085,068671.jpg,0,0
42086,017556.jpg,0,0
42087,032772.jpg,0,1
42088,193178.jpg,0,0
42089,094723.jpg,0,0
42090,192590.jpg,0,0
42091,189662.jpg,0,1
42092,168424.jpg,0,0
42093,177064.jpg,0,0
42094,157044.jpg,1,1
42095,088886.jpg,0,0
42096,174522.jpg,0,0
42097,080965.jpg,0,0
42098,095475.jpg,0,0
42099,161181.jpg,0,0
42100,180355.jpg,1,1
42101,033429.jpg,0,0
42102,079695.jpg,1,0
42103,176871.jpg,1,0
42104,029759.jpg,0,0
42105,108474.jpg,1,0
42106,060399.jpg,0,1
42107,103993.jpg,1,1
42108,101940.jpg,0,0
42109,012169.jpg,0,1
42110,052978.jpg,0,0
42111,181614.jpg,0,0
42112,053686.jpg,0,1
42113,015040.jpg,0,0
42114,167249.jpg,1,1
42115,016699.jpg,0,0
42116,166617.jpg,0,0
42117,135666.jpg,0,0
42118,151122.jpg,1,1
42119,065186.jpg,1,1
42120,199721.jpg,0,1
42121,084703.jpg,0,0
42122,068157.jpg,0,0
42123,133336.jpg,0,0
42124,023301.jpg,0,0
42125,028675.jpg,0,0
42126,011155.jpg,0,0
42127,112735.jpg,0,1
42128,067127.jpg,0,1
42129,196069.jpg,0,0
42130,041567.jpg,0,0
42131,061034.jpg,0,0
42132,085760.jpg,0,1
42133,164591.jpg,0,0
42134,091733.jpg,0,0
42135,178582.jpg,0,0
42136,125511.jpg,0,0
42137,011246.jpg,0,0
42138,136870.jpg,0,0
42139,149757.jpg,0,0
42140,056652.jpg,0,0
42141,160176.jpg,0,1
42142,155717.jpg,0,0
42143,013872.jpg,0,0
42144,157947.jpg,0,0
42145,130247.jpg,0,0
42146,087357.jpg,1,1
42147,196452.jpg,0,0
42148,031352.jpg,0,0
42149,056552.jpg,0,1
42150,170234.jpg,0,0
42151,103636.jpg,0,0
42152,091688.jpg,0,0
42153,053812.jpg,0,0
42154,186106.jpg,0,0
42155,004695.jpg,0,1
42156,135778.jpg,0,1
42157,126681.jpg,0,1
42158,141313.jpg,0,0
42159,130964.jpg,0,0
42160,056241.jpg,0,0
42161,090568.jpg,0,0
42162,151347.jpg,0,0
42163,120671.jpg,0,0
42164,193088.jpg,1,0
42165,194709.jpg,0,0
42166,124496.jpg,0,0
42167,110212.jpg,1,0
42168,023246.jpg,0,0
42169,074778.jpg,0,1
42170,062044.jpg,0,0
42171,165200.jpg,0,0
42172,117975.jpg,0,0
42173,110698.jpg,0,0
42174,034132.jpg,0,0
42175,125266.jpg,0,0
42176,046094.jpg,0,0
42177,010979.jpg,1,0
42178,054378.jpg,0,1
42179,002650.jpg,0,0
42180,198500.jpg,1,0
42181,058235.jpg,0,1
42182,110780.jpg,0,0
42183,106904.jpg,1,1
42184,190105.jpg,0,1
42185,187844.jpg,0,1
42186,025809.jpg,1,1
42187,136040.jpg,0,0
42188,083257.jpg,0,0
42189,080344.jpg,0,0
42190,065527.jpg,0,0
42191,010965.jpg,0,0
42192,143364.jpg,0,0
42193,043399.jpg,0,0
42194,141163.jpg,0,0
42195,145008.jpg,0,0
42196,077940.jpg,0,0
42197,038172.jpg,0,1
42198,190994.jpg,0,0
42199,114684.jpg,0,0
42200,105080.jpg,0,1
42201,193579.jpg,0,0
42202,113541.jpg,1,0
42203,010956.jpg,0,0
42204,137724.jpg,1,1
42205,032634.jpg,0,0
42206,045127.jpg,0,0
42207,191714.jpg,0,0
42208,196782.jpg,1,0
42209,078190.jpg,0,0
42210,041769.jpg,0,0
42211,065725.jpg,0,0
42212,072042.jpg,1,1
42213,109713.jpg,0,0
42214,118163.jpg,0,0
42215,130869.jpg,0,0
42216,033512.jpg,0,0
42217,153552.jpg,1,0
42218,049812.jpg,0,0
42219,160242.jpg,0,0
42220,168692.jpg,1,1
42221,054975.jpg,0,1
42222,137290.jpg,0,1
42223,057677.jpg,0,1
42224,045164.jpg,0,1
42225,003316.jpg,0,0
42226,008748.jpg,1,0
42227,025496.jpg,0,0
42228,006449.jpg,0,1
42229,091950.jpg,1,0
42230,117005.jpg,0,0
42231,198824.jpg,0,0
42232,198437.jpg,0,0
42233,013987.jpg,0,0
42234,181126.jpg,0,0
42235,065338.jpg,0,1
42236,168585.jpg,0,0
42237,098956.jpg,0,0
42238,113982.jpg,0,0
42239,119905.jpg,1,0
42240,182908.jpg,1,1
42241,007094.jpg,1,1
42242,164280.jpg,0,0
42243,062167.jpg,0,0
42244,184472.jpg,0,0
42245,056299.jpg,0,0
42246,197537.jpg,0,0
42247,165247.jpg,1,1
42248,131372.jpg,0,0
42249,007397.jpg,0,0
42250,059858.jpg,0,0
42251,047737.jpg,0,0
42252,011617.jpg,0,0
42253,190129.jpg,0,0
42254,081476.jpg,0,0
42255,021754.jpg,0,0
42256,086474.jpg,0,0
42257,040822.jpg,1,0
42258,052466.jpg,0,0
42259,167463.jpg,0,0
42260,200730.jpg,0,0
42261,162469.jpg,0,0
42262,141853.jpg,1,0
42263,133981.jpg,0,0
42264,042036.jpg,0,1
42265,163083.jpg,0,0
42266,085011.jpg,0,0
42267,150445.jpg,0,0
42268,089285.jpg,0,0
42269,177833.jpg,0,0
42270,112073.jpg,0,0
42271,151471.jpg,1,0
42272,191057.jpg,1,0
42273,090664.jpg,0,0
42274,154821.jpg,0,0
42275,040622.jpg,0,0
42276,195989.jpg,0,0
42277,157687.jpg,0,0
42278,199852.jpg,0,0
42279,184800.jpg,0,1
42280,155523.jpg,0,0
42281,056212.jpg,0,0
42282,058232.jpg,0,0
42283,154502.jpg,0,0
42284,184064.jpg,0,0
42285,103403.jpg,0,0
42286,086990.jpg,1,0
42287,172536.jpg,1,0
42288,012354.jpg,0,0
42289,164114.jpg,0,0
42290,036989.jpg,0,0
42291,032201.jpg,0,0
42292,165385.jpg,1,0
42293,152926.jpg,0,0
42294,135558.jpg,0,0
42295,122778.jpg,1,0
42296,030065.jpg,1,1
42297,154250.jpg,0,0
42298,088465.jpg,0,1
42299,103643.jpg,1,0
42300,192852.jpg,0,0
42301,050469.jpg,0,0
42302,128206.jpg,0,0
42303,033244.jpg,0,0
42304,127670.jpg,0,0
42305,195852.jpg,0,1
42306,067419.jpg,1,0
42307,090457.jpg,0,0
42308,006466.jpg,1,1
42309,111742.jpg,0,0
42310,121745.jpg,0,0
42311,173586.jpg,0,0
42312,019952.jpg,0,0
42313,157127.jpg,0,0
42314,082625.jpg,0,0
42315,007484.jpg,0,0
42316,110543.jpg,0,0
42317,149060.jpg,0,0
42318,064962.jpg,0,0
42319,099963.jpg,0,0
42320,112187.jpg,1,0
42321,068759.jpg,1,0
42322,134136.jpg,1,1
42323,028927.jpg,0,0
42324,102637.jpg,0,0
42325,044624.jpg,0,0
42326,192399.jpg,0,0
42327,194099.jpg,0,1
42328,035605.jpg,1,0
42329,133310.jpg,0,0
42330,070447.jpg,0,0
42331,123226.jpg,1,1
42332,000902.jpg,1,0
42333,093222.jpg,0,0
42334,086457.jpg,0,0
42335,140947.jpg,0,0
42336,170132.jpg,0,0
42337,189325.jpg,0,0
42338,074054.jpg,1,0
42339,057416.jpg,0,0
42340,164549.jpg,0,1
42341,151136.jpg,0,1
42342,070849.jpg,0,0
42343,037372.jpg,0,0
42344,109031.jpg,0,1
42345,026958.jpg,0,0
42346,081089.jpg,0,0
42347,188788.jpg,1,0
42348,068915.jpg,0,1
42349,078259.jpg,0,0
42350,063604.jpg,1,0
42351,189041.jpg,0,0
42352,114198.jpg,0,0
42353,007060.jpg,0,0
42354,101574.jpg,0,1
42355,096588.jpg,1,0
42356,159357.jpg,0,0
42357,142703.jpg,0,0
42358,173450.jpg,0,0
42359,085494.jpg,0,0
42360,045468.jpg,0,0
42361,151446.jpg,0,0
42362,173401.jpg,0,0
42363,018062.jpg,0,0
42364,189853.jpg,0,0
42365,145099.jpg,0,1
42366,050458.jpg,1,1
42367,047168.jpg,0,0
42368,093676.jpg,0,1
42369,153163.jpg,0,0
42370,099673.jpg,0,0
42371,075259.jpg,0,0
42372,148043.jpg,0,0
42373,073675.jpg,0,0
42374,159717.jpg,1,1
42375,127302.jpg,0,0
42376,042154.jpg,0,0
42377,032830.jpg,0,0
42378,011140.jpg,0,0
42379,083858.jpg,0,0
42380,186968.jpg,0,0
42381,121552.jpg,1,0
42382,179263.jpg,0,0
42383,121662.jpg,1,0
42384,121064.jpg,0,0
42385,199671.jpg,0,0
42386,061475.jpg,0,1
42387,183626.jpg,0,0
42388,068789.jpg,0,1
42389,022173.jpg,0,0
42390,172737.jpg,0,0
42391,167897.jpg,0,0
42392,186597.jpg,0,1
42393,132989.jpg,0,0
42394,164189.jpg,0,0
42395,086964.jpg,0,0
42396,045506.jpg,0,0
42397,062174.jpg,0,0
42398,111276.jpg,0,1
42399,034951.jpg,0,0
42400,144117.jpg,1,0
42401,168695.jpg,0,0
42402,148433.jpg,0,0
42403,194803.jpg,0,0
42404,009538.jpg,0,0
42405,026683.jpg,1,0
42406,068171.jpg,0,0
42407,006628.jpg,0,0
42408,168223.jpg,0,0
42409,123093.jpg,0,0
42410,143710.jpg,1,0
42411,194955.jpg,0,0
42412,091512.jpg,0,0
42413,022561.jpg,0,1
42414,101472.jpg,0,0
42415,061938.jpg,0,0
42416,000179.jpg,0,1
42417,187384.jpg,0,0
42418,052827.jpg,1,1
42419,103224.jpg,0,0
42420,109004.jpg,0,0
42421,128827.jpg,0,0
42422,201954.jpg,0,0
42423,027455.jpg,0,0
42424,055104.jpg,0,0
42425,128593.jpg,0,0
42426,151118.jpg,1,0
42427,063401.jpg,0,0
42428,022032.jpg,0,0
42429,121340.jpg,0,0
42430,020190.jpg,0,0
42431,195325.jpg,0,0
42432,097982.jpg,0,0
42433,029307.jpg,0,0
42434,052027.jpg,0,0
42435,035225.jpg,0,0
42436,197455.jpg,0,0
42437,055852.jpg,1,1
42438,186712.jpg,0,1
42439,006122.jpg,1,0
42440,163847.jpg,0,0
42441,038776.jpg,0,0
42442,103156.jpg,0,0
42443,063561.jpg,0,0
42444,119334.jpg,0,0
42445,020393.jpg,0,0
42446,149868.jpg,1,0
42447,036749.jpg,0,0
42448,167868.jpg,0,0
42449,069069.jpg,0,0
42450,126914.jpg,0,0
42451,083303.jpg,0,1
42452,159296.jpg,0,0
42453,126651.jpg,1,1
42454,158512.jpg,0,0
42455,175918.jpg,0,0
42456,188394.jpg,0,0
42457,065608.jpg,0,1
42458,080585.jpg,0,0
42459,192111.jpg,0,0
42460,138266.jpg,0,0
42461,081128.jpg,0,0
42462,196013.jpg,0,1
42463,153764.jpg,0,0
42464,173977.jpg,1,0
42465,034086.jpg,0,0
42466,170974.jpg,0,0
42467,174440.jpg,0,0
42468,059844.jpg,0,0
42469,120651.jpg,0,0
42470,071677.jpg,0,0
42471,157117.jpg,0,0
42472,145005.jpg,1,0
42473,055348.jpg,0,1
42474,149894.jpg,0,0
42475,129561.jpg,1,1
42476,020468.jpg,0,0
42477,174223.jpg,0,0
42478,102143.jpg,0,0
42479,190991.jpg,0,0
42480,064026.jpg,0,0
42481,093244.jpg,0,0
42482,149503.jpg,1,0
42483,092427.jpg,0,0
42484,022683.jpg,1,0
42485,082898.jpg,0,0
42486,028279.jpg,0,0
42487,084835.jpg,1,1
42488,082412.jpg,0,0
42489,177002.jpg,0,0
42490,127034.jpg,0,0
42491,145801.jpg,0,0
42492,199386.jpg,1,0
42493,066035.jpg,0,0
42494,062667.jpg,0,0
42495,011678.jpg,1,0
42496,036901.jpg,1,0
42497,132376.jpg,0,0
42498,099641.jpg,0,0
42499,161868.jpg,0,1
42500,131711.jpg,0,0
42501,070095.jpg,0,0
42502,061364.jpg,0,0
42503,047757.jpg,1,0
42504,131346.jpg,0,0
42505,185545.jpg,0,0
42506,068484.jpg,0,0
42507,164386.jpg,0,1
42508,167498.jpg,0,0
42509,150280.jpg,0,1
42510,071203.jpg,0,1
42511,136392.jpg,1,1
42512,188769.jpg,0,0
42513,144237.jpg,0,0
42514,048353.jpg,0,0
42515,101686.jpg,0,0
42516,122918.jpg,1,0
42517,105161.jpg,0,0
42518,010793.jpg,0,0
42519,098682.jpg,0,0
42520,129902.jpg,0,1
42521,167296.jpg,0,0
42522,196103.jpg,0,0
42523,125491.jpg,0,0
42524,170669.jpg,0,0
42525,166621.jpg,1,0
42526,021831.jpg,0,0
42527,015137.jpg,1,0
42528,030079.jpg,0,0
42529,189143.jpg,0,1
42530,140446.jpg,0,0
42531,160069.jpg,0,0
42532,195900.jpg,1,1
42533,043016.jpg,0,0
42534,201840.jpg,0,0
42535,075690.jpg,1,0
42536,125946.jpg,1,1
42537,174154.jpg,0,0
42538,069533.jpg,0,1
42539,170931.jpg,0,0
42540,201590.jpg,1,0
42541,071950.jpg,0,0
42542,178465.jpg,0,0
42543,055073.jpg,0,0
42544,193972.jpg,0,0
42545,167763.jpg,0,0
42546,140506.jpg,0,0
42547,077766.jpg,0,0
42548,036049.jpg,1,0
42549,201659.jpg,0,1
42550,068327.jpg,0,0
42551,015681.jpg,0,0
42552,181747.jpg,0,0
42553,169174.jpg,0,0
42554,121675.jpg,1,1
42555,090686.jpg,0,0
42556,135962.jpg,0,1
42557,049394.jpg,0,0
42558,018254.jpg,0,0
42559,071494.jpg,1,0
42560,020591.jpg,1,1
42561,193913.jpg,0,1
42562,135374.jpg,0,0
42563,010105.jpg,0,1
42564,024930.jpg,0,0
42565,044760.jpg,0,0
42566,002555.jpg,0,1
42567,118510.jpg,0,0
42568,187187.jpg,0,0
42569,100392.jpg,0,0
42570,080437.jpg,0,1
42571,017612.jpg,0,0
42572,029128.jpg,0,1
42573,176902.jpg,0,0
42574,037268.jpg,0,0
42575,042620.jpg,1,0
42576,015815.jpg,0,0
42577,107610.jpg,0,1
42578,033539.jpg,0,0
42579,015511.jpg,0,0
42580,026772.jpg,0,0
42581,144839.jpg,0,0
42582,148411.jpg,0,0
42583,154615.jpg,1,1
42584,117850.jpg,1,0
42585,027412.jpg,0,0
42586,058719.jpg,0,0
42587,044707.jpg,0,1
42588,028593.jpg,1,0
42589,161627.jpg,1,0
42590,028493.jpg,0,1
42591,190907.jpg,1,0
42592,161833.jpg,0,0
42593,173540.jpg,0,0
42594,115041.jpg,0,0
42595,071757.jpg,1,0
42596,065301.jpg,0,0
42597,143290.jpg,0,0
42598,075713.jpg,0,1
42599,101427.jpg,0,0
42600,170295.jpg,1,0
42601,156426.jpg,0,1
42602,127880.jpg,0,0
42603,107510.jpg,1,0
42604,093630.jpg,0,0
42605,041081.jpg,0,0
42606,043125.jpg,0,0
42607,004935.jpg,0,1
42608,030324.jpg,0,0
42609,160841.jpg,0,0
42610,027492.jpg,0,0
42611,157033.jpg,0,0
42612,154142.jpg,0,0
42613,162412.jpg,0,1
42614,004892.jpg,0,0
42615,016412.jpg,0,0
42616,117411.jpg,0,0
42617,081179.jpg,0,0
42618,053128.jpg,1,0
42619,065449.jpg,0,0
42620,055902.jpg,0,0
42621,114024.jpg,0,0
42622,183631.jpg,1,0
42623,150243.jpg,0,0
42624,108158.jpg,0,1
42625,104716.jpg,0,1
42626,174588.jpg,1,0
42627,041037.jpg,0,0
42628,062489.jpg,0,1
42629,101305.jpg,1,0
42630,000150.jpg,1,0
42631,077183.jpg,0,0
42632,013408.jpg,0,0
42633,188699.jpg,1,0
42634,099059.jpg,0,0
42635,085442.jpg,1,0
42636,143274.jpg,0,0
42637,044085.jpg,0,0
42638,062775.jpg,0,0
42639,106346.jpg,0,0
42640,198068.jpg,0,0
42641,099666.jpg,0,0
42642,020640.jpg,0,0
42643,074642.jpg,0,0
42644,084708.jpg,0,0
42645,182039.jpg,0,1
42646,133884.jpg,0,0
42647,152671.jpg,0,0
42648,104277.jpg,1,0
42649,057685.jpg,0,0
42650,093509.jpg,0,0
42651,031988.jpg,1,0
42652,175030.jpg,0,0
42653,152265.jpg,0,0
42654,067874.jpg,0,1
42655,112540.jpg,0,0
42656,049065.jpg,1,1
42657,036942.jpg,0,0
42658,102797.jpg,0,0
42659,113146.jpg,0,0
42660,012005.jpg,1,1
